fromPaperId,toPaperId
9403384,9303225
9403384,9308272
9403384,9310311
104062,3323
104062,4004
104062,4173
104062,6124
104062,6280
104062,7085
104062,7256
104062,11269
104062,11392
104062,12161
104062,12308
104062,9308272
104062,9403384
104062,9408332
104062,9411367
104062,9501265
104062,9507262
104062,9509204
104062,9512380
104062,9607447
104062,9610449
104062,9612262
104062,9612313
104062,9703290
104062,9704376
104062,9704423
104062,9803368
104062,9805303
104062,9806308
104062,9807238
104062,9810333
104062,9903535
104062,9905312
104062,9907243
104062,9910236
104062,9910417
12308,10222
12308,11086
12308,9310311
12308,9408332
12308,9501265
12308,9507262
12308,9512380
12308,9608365
12308,9610449
12308,9612262
12308,9704376
12308,9711261
12308,9712252
12308,9801412
12308,9810333
12308,9903535
12308,9910236
12308,9910291
12308,9910417
9910236,9211304
9910236,9211321
9910236,9212203
9910236,9303284
9910236,9304257
9910236,9310311
9910236,9408332
9910236,9501265
9910236,9507262
9910236,9512356
9910236,9604330
9910236,9607392
9910236,9608365
9910236,9703353
9910236,9706260
9910236,9708222
9910236,9710245
9910236,9802300
9910236,9810333
9910236,9811472
9910236,9902334
9910236,9903230
9910236,9903535
9910236,9904408
9910236,9906434
9711261,9310311
9711261,9311339
9711261,9403249
9711261,9403384
9711261,9405207
9711261,9408290
9711261,9503492
9711261,9506477
9711261,9603414
9711261,9703290
9502363,9206236
9502363,9302217
9502363,9306323
9502363,9307263
9502363,9310311
9502363,9310355
9502363,9401310
9502363,9403233
9502363,9409255
9502363,9502254
9502363,9502335
9604330,9211304
9604330,9304230
9604330,9308272
9604330,9310311
9604330,9402360
9604330,9402364
9604330,9403384
9604330,9412375
9604330,9507262
9604330,9509420
9604330,9510383
9704288,9203216
9704288,9301281
9704288,9304240
9704288,9306256
9704288,9312318
9704288,9312319
9704288,9401243
9704288,9404209
9704288,9404335
9704288,9405322
9704288,9410404
9704288,9502225
9704288,9504426
9704288,9507204
9704288,9511337
9704288,9512292
9704288,9604223
9704288,9604309
9704288,9606397
9704288,9609326
9704288,9611239
9704288,9611316
211224,2036
211224,3033
211224,9158
211224,10017
211224,12351
211224,202205
211224,205270
211224,9203223
211224,9401258
211224,9504378
211224,9507396
211224,9606399
211224,9608317
211224,9611272
211224,9705234
211224,9705337
211224,9801375
211224,9808468
211224,9902434
211224,9906218
211224,9911385
106344,1048
106344,1304
106344,6032
106344,7316
106344,9512264
106344,9606419
106344,9702305
106344,9806279
106344,9807209
3033,1086
3033,1286
3033,2305
3033,9302291
3033,9303241
3033,9303249
3033,9312210
3033,9312319
3033,9312324
3033,9401236
3033,9401258
3033,9402360
3033,9402364
3033,9403366
3033,9404247
3033,9404359
3033,9405277
3033,9405322
3033,9406315
3033,9407408
3033,9409238
3033,9409312
3033,9410404
3033,9411337
3033,9412214
3033,9503280
3033,9503433
3033,9505409
3033,9505433
3033,9509316
3033,9511337
3033,9511449
3033,9512264
3033,9512292
3033,9512417
3033,9602208
3033,9603333
3033,9603435
3033,9603441
3033,9603442
3033,9604223
3033,9604351
3033,9605345
3033,9605369
3033,9605419
3033,9606231
3033,9606397
3033,9606399
3033,9607466
3033,9608269
3033,9608415
3033,9608460
3033,9609246
3033,9609279
3033,9610424
3033,9611247
3033,9611363
3033,9611367
3033,9611397
3033,9611455
3033,9612211
3033,9612402
3033,9612424
3033,9702287
3033,9702305
3033,9703221
3033,9703463
3033,9704257
3033,9704259
3033,9704288
3033,9705234
3033,9705341
3033,9705388
3033,9705398
3033,9705442
3033,9706206
3033,9706379
3033,9706412
3033,9706489
3033,9706545
3033,9707223
3033,9707229
3033,9707477
3033,9708311
3033,9708349
3033,9708357
3033,9708358
3033,9710372
3033,9712335
3033,9801375
3033,9801444
3033,9803262
3033,9803445
3033,9804241
3033,9804331
3033,9804343
3033,9805358
3033,9805470
3033,9806244
3033,9806332
3033,9806401
3033,9806467
3033,9806486
3033,9807340
3033,9807420
3033,9807570
3033,9808217
3033,9810440
3033,9810485
3033,9811237
3033,9811330
3033,9811482
3033,9812298
3033,9812387
3033,9812472
3033,9902202
3033,9902452
3033,9903215
3033,9903260
3033,9903282
3033,9903394
3033,9903498
3033,9904468
3033,9906230
3033,9906273
3033,9906462
3033,9907231
3033,9907462
3033,9907509
3033,9908288
3033,9909222
3033,9909352
3033,9909538
3033,9910255
3033,9911407
3033,9912391
3033,9912396
3033,9912458
203079,6050
203079,6238
203079,7020
203079,12256
203079,103159
203079,105323
203079,106044
203079,107268
203079,110126
203079,111016
203079,111297
203079,201164
203079,9204204
203079,9205204
203079,9206236
203079,9207273
203079,9209244
203079,9210231
203079,9210233
203079,9211292
203079,9304265
203079,9306256
203079,9308205
203079,9309293
203079,9312303
203079,9312324
203079,9401236
203079,9404209
203079,9404335
203079,9406401
203079,9407393
203079,9407408
203079,9409215
203079,9409315
203079,9412275
203079,9501379
203079,9503203
203079,9503433
203079,9504399
203079,9506305
203079,9506427
203079,9511342
203079,9601217
203079,9606233
203079,9607328
203079,9608269
203079,9612313
203079,9612402
203079,9702265
203079,9704455
203079,9706238
203079,9709297
203079,9712319
203079,9802294
203079,9803315
203079,9803466
203079,9804398
203079,9805303
203079,9806287
203079,9806292
203079,9806472
203079,9807349
203079,9807469
203079,9809470
203079,9809523
203079,9810252
203079,9810367
203079,9811250
203079,9811357
203079,9812349
203079,9812377
203079,9903287
203079,9903417
203079,9905221
203079,9905347
203079,9906234
203079,9906292
203079,9906327
203079,9907414
203079,9912343
9801317,9401258
9801317,9404335
9801317,9705442
9406205,9304230
9406205,9304240
9406205,9306256
9507396,9304249
9507396,9312218
9507396,9410338
9602414,9506386
9602414,9506409
9602414,9507294
9602414,9510308
9602414,9512278
106315,1002
106315,101150
106315,9210242
106315,9402278
106315,9409458
106315,9504316
106315,9505326
106315,9510431
106315,9511342
106315,9603368
106315,9609331
106315,9610272
106315,9610408
106315,9703288
106315,9703402
106315,9703444
106315,9704322
106315,9704448
106315,9705442
106315,9711308
106315,9803277
106315,9804235
106315,9806244
106315,9807423
106315,9809523
106315,9811356
106315,9812320
106315,9905281
106315,9905413
106315,9906465
9509316,9312202
9509316,9406430
203229,1002
203229,1152
203229,2036
203229,3180
203229,5024
203229,8125
203229,9212
203229,10338
203229,12351
203229,102083
203229,102144
203229,104047
203229,105096
203229,105325
203229,106029
203229,106116
203229,106315
203229,107081
203229,108059
203229,111245
203229,111314
203229,112177
203229,112302
203229,202001
203229,202233
203229,202255
203229,203056
203229,203079
203229,203091
203229,203123
203229,9402278
203229,9501339
203229,9503214
203229,9504316
203229,9508343
203229,9602415
203229,9608317
203229,9609331
203229,9611251
203229,9705337
203229,9709356
203229,9712319
203229,9803277
203229,9803297
203229,9803315
203229,9805446
203229,9807423
203229,9809470
203229,9809523
203229,9812349
203229,9812472
203229,9901389
203229,9901427
203229,9902371
203229,9903404
203229,9905221
203229,9905281
203229,9906218
203229,9906234
203229,9907414
203229,9908327
203229,9912236
203229,9912343
9603380,9312324
9603380,9401236
9603380,9407408
9603380,9502336
9806219,9210253
9806219,9310253
9806219,9311350
9806219,9507343
9806219,9704456
9806219,9709264
9806219,9711395
9806219,9711396
9806219,9804233
9806219,9804290
9806219,9804403
3183,9210253
3183,9806219
3183,9905337
3183,9906242
3183,9908480
9507269,9402259
9507269,9503228
9503228,9306251
9503228,9307295
9503228,9312291
9503228,9409310
9302247,9204211
9302247,9206236
9302247,9206241
9302247,9301276
9302247,9302217
9309211,9211247
9703264,9309298
9703264,9309326
9703264,9403250
9703264,9406363
9703264,9409303
9703264,9412201
9703264,9412380
9703264,9504413
9703264,9505426
9703264,9602396
9703264,9603374
9703264,9610457
9703264,9611334
9703264,9611358
9703264,9611363
9703264,9611445
9406363,9205238
9406363,9302208
9406363,9302240
9504413,9406363
9504413,9502291
9504413,9502298
9309326,9212285
9611358,9205238
9611358,9212285
9611358,9309298
9611358,9309326
9611358,9403250
9611358,9405418
9611358,9405423
9611358,9406363
9611358,9406431
9611358,9410330
9611358,9501201
9611358,9502298
9611358,9504413
9611358,9509248
9611358,9602396
9611358,9603374
9611358,9606230
9611358,9609432
9309298,9205238
9309298,9212285
9309298,9305335
9610457,9205238
9610457,9212285
9610457,9309298
9610457,9406363
9610457,9408228
9610457,9410310
9610457,9410311
9610457,9411377
9610457,9502291
9610457,9502298
9610457,9503463
9610457,9504413
9610457,9505207
9610457,9505251
9610457,9505350
9610457,9506256
9610457,9509207
9610457,9509248
9610457,9509378
9610457,9511388
9610457,9512369
9610457,9601310
9610457,9602417
9610457,9603310
9610457,9603374
9610457,9607319
9610457,9608329
9610457,9609209
9610457,9609488
9611334,9309326
9611334,9310242
9611334,9411377
9611334,9412286
9611334,9502298
9611334,9509248
9412201,9801208
9412201,9801209
9505426,9401357
9505426,9402360
9505426,9405218
9505426,9406204
9505426,9406363
9505426,9409303
9505426,9411229
9505426,9412265
9505426,9502291
9505426,9502300
9505426,9503434
9611445,9205238
9611445,9310358
9611445,9403250
9611445,9406404
9611445,9409388
9611445,9501201
9611445,9603374
9412380,9205238
9412380,9305273
9602396,9304303
9602396,9310229
9602396,9310358
9602396,9310378
9602396,9312323
9602396,9405418
9602396,9405423
9602396,9409388
9602396,9410232
9602396,9411260
9602396,9501201
9602396,9504413
9603374,9205238
9603374,9309326
9603374,9403250
9603374,9412380
9603374,9504413
9603374,9505366
9611363,9205238
9611363,9212285
9611363,9309326
9611363,9403250
9611363,9406363
9611363,9409303
9611363,9502291
9611363,9502298
9611363,9504413
9611363,9603374
9611363,9606230
9611363,9611358
9403250,9205238
9403250,9212285
9403250,9302288
9403250,9305273
9502418,9303230
9502418,9303303
9502418,9304211
9502418,9304299
9502418,9304307
9502418,9305262
9502418,9309266
9502418,9309310
9502418,9310320
9502418,9311214
9502418,9403338
9502418,9406354
9502418,9406423
9502418,9408315
9502418,9409369
9502418,9411392
9304299,9208205
9512399,9207279
9512399,9304299
9512399,9304307
9512399,9308363
9512399,9310320
9512399,9311281
9512399,9403338
9512399,9406245
9512399,9406423
9512399,9411273
9512399,9412367
9512399,9412385
9512399,9501334
9512399,9504292
9512399,9504312
9512399,9506261
9512399,9507238
9512399,9507462
9512399,9511317
9602364,9207218
9602364,9207221
9602364,9212278
9602364,9304299
9602364,9304307
9602364,9308333
9602364,9308363
9602364,9310320
9602364,9311281
9602364,9402254
9602364,9406245
9602364,9406417
9602364,9406423
9602364,9408315
9602364,9411276
9602364,9412208
9602364,9503263
9602364,9503264
9602364,9505248
9602364,9506328
9602364,9510378
9602364,9510439
9602364,9512399
9602364,9601387
9602364,9602349
9302316,9203201
3058,9509351
3058,9509389
3058,9511446
3058,9712392
3058,9802334
3058,9806294
3058,9807234
3058,9807235
3058,9807310
3058,9807353
3058,9807386
3058,9808232
3058,9808265
3058,9808301
3058,9808304
3058,9808355
3058,9809596
3058,9811265
3058,9811363
3058,9811495
3058,9812475
3058,9901243
3058,9901254
3058,9902293
3058,9903435
3058,9905202
3058,9905340
3058,9906296
3058,9907499
3058,9909206
3058,9909318
3058,9912358
9809596,9310320
9809596,9505402
9809596,9508247
9809596,9509351
9809596,9511446
9809596,9611277
9809596,9612232
9809596,9712392
9809596,9806294
9809596,9807216
9809596,9807310
9809596,9807327
9809596,9807353
9809596,9807386
9809596,9808224
9809596,9808232
9809596,9808265
9809596,9808301
9809596,9808304
9809596,9808355
9809596,9809401
9807310,9806294
9807216,9311214
9807216,9706239
9807353,9511446
9807353,9806294
9807353,9807216
9807353,9807235
9907234,9302316
9907234,9505275
9907234,9712291
9907234,9807216
9907234,9812361
9907234,9901215
9907234,9905320
9907234,9906275
9808301,9509389
9808301,9807216
9509389,9207257
9509389,9502297
9904279,9311214
9904279,9405399
9904279,9409369
9904279,9502418
9904279,9505402
9904279,9508247
9904279,9509351
9904279,9601243
9904279,9806294
9904279,9807310
9904279,9807353
9904279,9807386
9904279,9808301
9904279,9808355
9904279,9809596
9904279,9810435
9904279,9811265
9904279,9902283
9601337,9403338
9601337,9408333
9601337,9502414
9408333,9311312
9408333,9403312
9811265,9212278
9811265,9310320
9811265,9403338
9811265,9505402
9811265,9601243
9811265,9712381
9811265,9807235
9811265,9807310
9811265,9808355
9812475,9303202
9812475,9310320
9812475,9505402
9812475,9508247
9812475,9509351
9812475,9602206
9812475,9611277
9812475,9612232
9812475,9807216
9812475,9807235
9812475,9807353
9812475,9808301
9812475,9808355
9812475,9809401
9812475,9809596
9812475,9811265
9812475,9811495
9505402,9204215
9505402,9204225
9505402,9205234
9505402,9210235
9505402,9303320
9505402,9306205
9505402,9308333
9505402,9311360
9505402,9402253
9505402,9403338
9505402,9405399
9505402,9412385
9505402,9502418
9808355,9212278
9808355,9304307
9808355,9409369
9808355,9502418
9808355,9505248
9808355,9505402
9808355,9509351
9808355,9601243
9808355,9605377
9808355,9606251
9808355,9610540
9808355,9611293
9808355,9612442
9808355,9712392
9808355,9802334
9808355,9803308
9808355,9807216
9808355,9807235
9808355,9807327
9808355,9807353
9808355,9807386
9808355,9808224
9808355,9808232
9808355,9808265
9808355,9808301
9808355,9808304
9509351,9204215
9509351,9303320
9509351,9308333
9509351,9311214
9509351,9311360
9509351,9403338
9509351,9405399
9509351,9409369
9509351,9412385
9509351,9502304
9509351,9502397
9509351,9502418
9509351,9505402
9509351,9507368
9509351,9508247
9806294,9403338
9806294,9409369
9806294,9507368
9806294,9509351
9806294,9610517
9806294,9712392
9902283,9311214
9902283,9403338
9902283,9409369
9902283,9412385
9902283,9502418
9902283,9505402
9902283,9507368
9902283,9508247
9902283,9509351
9902283,9601243
9902283,9802334
9902283,9806294
9902283,9807216
9902283,9807235
9902283,9807310
9902283,9807353
9902283,9807386
9902283,9808355
9902283,9809596
9902283,9811265
9902283,9812475
9502304,9210235
9502304,9303320
9502304,9306205
9502304,9306309
9502304,9308277
9807235,9712392
9409369,9204215
9409369,9205234
9409369,9303320
9409369,9306205
9409369,9308333
9409369,9311214
9409369,9403338
9601243,9205234
9601243,9212278
9601243,9303303
9601243,9303320
9601243,9310320
9601243,9402253
9601243,9403338
9601243,9408315
9601243,9409369
9601243,9412367
9601243,9412385
9601243,9502418
9601243,9504292
9601243,9504312
9601243,9507238
9601243,9509351
9807386,9509389
9807386,9807235
9711476,9303320
9711476,9408333
9711476,9601208
9711476,9601332
9711476,9602389
9711476,9604343
9711476,9610517
9711476,9704339
9711476,9707311
9711476,9707435
9711476,9709395
9608308,9302210
9608308,9302223
9608308,9310297
9608308,9603208
12029,9712415
9712415,9209205
9712415,9606345
3007,9209232
3007,9306309
3007,9311340
3007,9402253
3007,9402266
3007,9403338
3007,9411298
3007,9501277
3007,9503214
3007,9512268
3007,9611277
3007,9707435
3007,9709395
3007,9802334
3007,9809464
3007,9810232
3007,9901243
3007,9908451
9901243,9204225
9901243,9303320
9901243,9505275
9901243,9507371
9901243,9509389
9901243,9807216
9901243,9807310
9901243,9808301
9901243,9809596
9901243,9810398
9901243,9810435
9901243,9811265
9901243,9811363
9411298,9207279
9411298,9209232
9411298,9306205
9411298,9406417
9503214,9207279
9503214,9210235
9503214,9301268
9503214,9303202
9503214,9304295
9503214,9306205
9503214,9402253
9503214,9403330
9503214,9408228
9512268,9309252
9512268,9501336
9709395,9209251
9709395,9309310
9709395,9403350
9709395,9412208
9709395,9502385
9709395,9503263
9709395,9503264
9709395,9504314
9709395,9506328
9709395,9506354
9709395,9510439
9709395,9601387
9709395,9603363
9709395,9704275
9709395,9707435
9709395,9708437
9402253,9209232
9402253,9210235
9402253,9303202
9402253,9303270
9402253,9303274
9402253,9309293
9802334,9205234
9802334,9212278
9802334,9304307
9802334,9310320
9802334,9403338
9802334,9406423
9802334,9408315
9802334,9412367
9802334,9412385
9802334,9503204
9802334,9504312
9802334,9601243
9802334,9612442
9802334,9712516
9402266,9203223
9402266,9207234
9402266,9209220
9402266,9209232
9402266,9210235
9402266,9211256
9402266,9211260
9402266,9302318
9402266,9303202
9402266,9303270
9402266,9303274
9402266,9304277
9402266,9304295
9402266,9307301
9908451,3007
9908451,9405253
9908451,9408224
9908451,9502237
9908451,9505248
9908451,9506416
9908451,9511288
9908451,9511446
9908451,9603363
9908451,9604343
9908451,9606388
9908451,9609443
9908451,9611277
9908451,9612232
9908451,9612447
9908451,9702430
9908451,9704275
9908451,9704339
9908451,9707435
9908451,9709395
9908451,9711517
9908451,9712392
9908451,9802292
9908451,9803308
9908451,9807216
9908451,9807235
9908451,9807327
9908451,9808265
9908451,9808304
9908451,9809464
9908451,9810232
9908451,9810371
9908451,9811481
9908451,9811498
9908451,9901243
9908451,9901254
9908451,9901260
9908451,9905549
9908451,9906209
9908451,9907275
9707435,9207221
9707435,9209251
9707435,9211204
9707435,9309310
9707435,9403350
9707435,9405245
9707435,9405253
9707435,9410283
9707435,9412208
9707435,9502315
9707435,9502385
9707435,9503263
9707435,9503264
9707435,9504314
9707435,9505248
9707435,9506416
9707435,9510439
9707435,9511288
9707435,9511444
9707435,9511473
9707435,9601387
9707435,9602381
9707435,9602389
9707435,9603219
9707435,9604343
9707435,9606388
9707435,9608415
9707435,9610540
9707435,9702247
9707435,9702392
9707435,9703276
9707435,9703279
9707435,9703288
9707435,9703444
9707435,9704275
9707435,9704339
9707435,9704347
9707435,9705416
9810232,9207221
9810232,9207279
9810232,9209251
9810232,9211204
9810232,9307312
9810232,9309310
9810232,9403288
9810232,9403338
9810232,9403350
9810232,9405253
9810232,9406423
9810232,9408315
9810232,9412208
9810232,9412385
9810232,9502385
9810232,9503263
9810232,9503264
9810232,9503271
9810232,9505248
9810232,9506328
9810232,9506354
9810232,9510439
9810232,9511288
9810232,9511473
9810232,9601243
9810232,9601387
9810232,9602207
9810232,9602381
9810232,9603363
9810232,9606251
9810232,9606388
9810232,9607394
9810232,9608352
9810232,9609360
9810232,9610540
9810232,9612397
9810232,9701283
9810232,9702247
9810232,9702392
9810232,9703255
9810232,9703276
9810232,9703279
9810232,9703288
9810232,9703299
9810232,9703332
9810232,9703427
9810232,9703433
9810232,9703436
9810232,9703444
9810232,9704214
9810232,9704221
9810232,9704257
9810232,9704275
9810232,9704363
9810232,9705229
9810232,9705287
9810232,9705416
9810232,9705442
9810232,9706387
9810232,9706510
9810232,9706519
9810232,9707214
9810232,9707274
9810232,9707275
9810232,9707355
9810232,9707435
9810232,9707458
9810232,9707477
9810232,9708272
9810232,9708437
9810232,9708495
9810232,9709445
9810232,9709447
9810232,9711517
9810232,9712219
9810232,9803308
9810232,9806288
9809464,9209232
9809464,9304299
9809464,9311340
9809464,9402253
9809464,9402266
9809464,9411298
9809464,9501277
9809464,9503214
9809464,9512268
9306309,9204215
9306309,9204225
9306309,9205240
9306309,9209232
9403338,9204215
9403338,9204225
9403338,9212278
9403338,9303320
9403338,9304307
9611277,9205230
9611277,9207279
9611277,9303320
9611277,9403338
9611277,9405428
9611277,9406417
9611277,9412367
9611277,9412385
9611277,9501336
9611277,9503366
9611277,9504292
9611277,9506416
9611277,9508253
9611277,9601387
9611277,9602325
9611277,9607383
9611277,9610431
9611277,9611273
9501277,9207279
9501277,9210235
9501277,9212285
9501277,9401241
9311340,9206218
9311340,9207234
9311340,9209220
9311340,9209232
9311340,9302202
9311340,9302318
9311340,9308309
9311340,9308335
9311340,9311269
201137,1290
201137,4173
201137,6022
201137,6124
201137,7038
201137,7319
201137,11337
201137,12099
201137,12308
201137,104062
201137,104110
201137,105011
201137,105200
201137,105306
201137,105308
201137,108141
201137,109113
201137,110022
201137,112129
201137,9212203
201137,9303284
201137,9403384
201137,9411308
201137,9503418
201137,9704423
201137,9712306
201137,9801271
201137,9806308
201137,9806468
201137,9807514
201137,9808453
201137,9808487
201137,9809311
201137,9903363
201137,9903456
201137,9905312
201137,9908404
201137,9909202
201137,9910211
201137,9912264
9704423,9303284
9704423,9408404
9704423,9409244
9704423,9409309
9704423,9410406
9704423,9504326
9704423,9505369
9704423,9509204
9704423,9512380
9704423,9607392
9704423,9611373
9704423,9703353
9704423,9704376
1290,9712306
1290,9806468
105306,4247
105306,5133
105306,5189
105306,6136
105306,7320
105306,8004
105306,10008
105306,10195
105306,10222
105306,101336
105306,104027
105306,104293
105306,105011
105306,9503204
105306,9604387
105306,9607447
105306,9608430
105306,9701231
105306,9704376
105306,9706260
105306,9708326
105306,9802300
105306,9803315
105306,9902334
105306,9904408
105306,9905221
105306,9908296
105306,9911233
105306,9911252
105306,9911309
105306,9911392
9806468,9309283
9806468,9403384
9806468,9404281
9806468,9404283
9806468,9408404
9806468,9409244
9806468,9504326
9806468,9509287
9806468,9604233
9806468,9604283
9806468,9610357
9806468,9612446
9806468,9703353
9806468,9704376
9806468,9704423
9806468,9708222
9806468,9711469
9806468,9712224
9806468,9712287
9806468,9712306
9806468,9802361
9806468,9802433
9806468,9804319
9806468,9806348
9503418,9305348
9503418,9309272
9503418,9401278
9503418,9405340
9503418,9407250
9503418,9410304
9503418,9410406
9503418,9411308
105200,3238
105200,6175
105200,7085
105200,7360
105200,8004
105200,8210
105200,9337
105200,10003
105200,12308
105200,101336
105200,102146
105200,103324
105200,104062
105200,104304
105200,9310311
105200,9403384
105200,9502298
105200,9506242
105200,9507262
105200,9512396
105200,9610208
105200,9612313
105200,9707336
105200,9710335
105200,9712398
105200,9805470
105200,9806308
105200,9810333
105200,9810512
105200,9812229
105200,9812369
105200,9903535
105200,9907243
105200,9907555
105200,9907572
105200,9908499
105200,9910221
112129,6124
112129,12001
112129,104034
112129,111144
112129,9603404
112129,9612313
112129,9803368
112129,9805303
9801271,9303230
9801271,9303270
9801271,9304307
9801271,9306314
9801271,9307249
9801271,9307301
9801271,9308325
9801271,9309299
9801271,9405345
9801271,9408384
9801271,9408406
9801271,9501334
9801271,9503479
9801271,9504312
9801271,9504316
9801271,9504324
9801271,9507378
9801271,9507386
9801271,9510219
9801271,9512396
9801271,9601367
9801271,9602207
9801271,9602239
9801271,9603238
9801271,9604339
9801271,9604387
9801271,9604452
9801271,9605222
9801271,9605398
9801271,9605408
9801271,9606203
9801271,9607225
9801271,9607397
9801271,9608224
9801271,9608276
9801271,9609434
9801271,9609444
9801271,9609529
9801271,9610233
9801271,9611243
9801271,9611443
9801271,9612261
9801271,9612426
9801271,9612464
9801271,9612490
9801271,9701231
9801271,9701286
9801271,9701341
9801271,9702291
9801271,9702299
9801271,9702307
9801271,9703211
9801271,9703246
9801271,9703250
9801271,9703312
9801271,9704206
9801271,9704225
9801271,9704307
9801271,9705228
9801271,9705271
9801271,9705306
9801271,9705307
9801271,9706275
9801271,9706307
9801271,9706540
9801271,9707386
9801271,9707435
9801271,9707537
9801271,9707546
9801271,9708264
9801271,9708377
9801271,9709383
9801271,9710217
9801271,9710335
9801271,9711216
9801271,9711220
9801271,9712254
9411308,9309272
9807514,9409421
9807514,9510461
9807514,9601234
9807514,9610451
7038,4004
7038,4173
7038,6124
7038,9512380
7038,9802394
7038,9805422
7038,9905312
7038,9911375
11337,1113
11337,3323
11337,4004
11337,7256
11337,9304257
11337,9310311
11337,9403266
11337,9404283
11337,9408332
11337,9408404
11337,9504326
11337,9505369
11337,9507262
11337,9512380
11337,9704423
11337,9707521
11337,9711246
11337,9804363
11337,9805403
11337,9808493
11337,9809311
11337,9810333
11337,9903453
11337,9903535
9808453,9205247
9808453,9206262
9808453,9208205
9808453,9302210
9808453,9303204
9808453,9303226
9808453,9312210
9808453,9409421
9808453,9410357
9808453,9411318
9808453,9412203
9808453,9503383
9808453,9504260
9808453,9505409
9808453,9507445
9808453,9508314
9808453,9511256
9808453,9512380
9808453,9603208
9808453,9603328
9808453,9605345
9808453,9608308
9808453,9608364
9808453,9608365
9808453,9609395
9808453,9703212
9808453,9704355
9808453,9704376
9808453,9705245
9808453,9706489
9808453,9711322
9808453,9802391
9808453,9803368
9808453,9806354
9808453,9806471
9910211,9301228
9910211,9403225
9910211,9409335
9910211,9509420
9910211,9512380
9910211,9608430
9910211,9608450
9910211,9612394
6022,4004
6022,4173
6022,5006
6022,6001
6022,9404282
6022,9406262
6022,9512380
6022,9610283
6022,9804363
6022,9809364
6022,9903453
6022,9905312
6022,9910291
6022,9911528
9905312,9211304
9905312,9512380
9905312,9705292
109113,7196
109113,10089
109113,11049
109113,101127
109113,105011
109113,108240
109113,9211304
109113,9303284
109113,9304257
109113,9307262
109113,9601234
109113,9602366
109113,9804271
109113,9806471
109113,9911309
109113,9912513
9909202,9408346
9909202,9502254
9909202,9601236
9909202,9602366
9909202,9806471
9909202,9904408
9909202,9907264
9809311,9404281
9809311,9404282
9809311,9404283
9809311,9408404
9809311,9505369
9809311,9509204
9809311,9509325
9809311,9612433
9809311,9612446
9809311,9704423
9809311,9709301
9809311,9711246
9809311,9711469
9809311,9712224
9809311,9712287
9809311,9802433
9809311,9806348
9809311,9807447
9809311,9808493
9303284,9212203
9808487,9308272
9808487,9604387
9808487,9607447
9808487,9703442
9808487,9704376
9808487,9708326
9808487,9712398
110022,1297
110022,4004
110022,4173
110022,6124
110022,7256
110022,9328
110022,12308
110022,101118
110022,104062
110022,104110
110022,104126
110022,109243
110022,9409244
110022,9411308
110022,9607214
110022,9701233
110022,9703353
110022,9707251
110022,9708222
110022,9802394
110022,9804363
110022,9805403
110022,9812392
110022,9902239
110022,9905312
4173,4004
4173,4213
4173,6001
4173,6124
4173,6351
4173,9403295
4173,9404282
4173,9410406
4173,9411308
4173,9412340
4173,9509204
4173,9512380
4173,9605264
4173,9607214
4173,9701233
4173,9702443
4173,9704423
4173,9705221
4173,9706441
4173,9712224
4173,9712287
4173,9802204
4173,9802394
4173,9802433
4173,9804319
4173,9806348
